1,1,9290,광동제약,12000,1
2,1,9290,광동제약,11000,2
3,1,9290,광동제약,10000,3
4,1,9290,광동제약,10000,4
5,1,9290,광동제약,11000,5
6,1,9290,광동제약,12000,6
7,1,9290,광동제약,13000,7
8,1,9290,광동제약,12000,8
9,1,9290,광동제약,15000,9
10,1,9290,광동제약,16000,10
11,1,9290,광동제약,15000,11
12,1,9290,광동제약,16000,12
13,1,9290,광동제약,16000,13
14,1,9290,광동제약,15000,14
15,1,9290,광동제약,16000,15
16,1,9290,광동제약,17000,16
17,1,9290,광동제약,16000,17
18,1,9290,광동제약,17000,18
19,1,9290,광동제약,16000,19
20,1,9290,광동제약,17000,20
21,1,9290,광동제약,18000,21
22,1,9290,광동제약,19000,22
23,1,9290,광동제약,18000,23
24,1,9290,광동제약,17000,24
25,1,9290,광동제약,18000,25
26,1,9290,광동제약,17000,26
27,1,9290,광동제약,19000,27
28,1,9290,광동제약,20000,28
29,1,9290,광동제약,19000,29
30,1,9290,광동제약,19000,30
31,1,9290,광동제약,20000,31
51,2,249420,일동제약,18000,1
52,2,249420,일동제약,19000,2
53,2,249420,일동제약,20000,3
54,2,249420,일동제약,19000,4
55,2,249420,일동제약,18000,5
56,2,249420,일동제약,18000,6
57,2,249420,일동제약,19000,7
58,2,249420,일동제약,18000,8
59,2,249420,일동제약,17000,9
60,2,249420,일동제약,16000,10
61,2,249420,일동제약,15000,11
62,2,249420,일동제약,16000,12
63,2,249420,일동제약,15000,13
64,2,249420,일동제약,14000,14
65,2,249420,일동제약,15000,15
66,2,249420,일동제약,14000,16
67,2,249420,일동제약,13000,17
68,2,249420,일동제약,12000,18
69,2,249420,일동제약,13000,19
70,2,249420,일동제약,15000,20
71,2,249420,일동제약,14000,21
72,2,249420,일동제약,14000,22
73,2,249420,일동제약,14000,23
74,2,249420,일동제약,14000,24
75,2,249420,일동제약,13000,25
76,2,249420,일동제약,13000,26
77,2,249420,일동제약,13000,27
78,2,249420,일동제약,12000,28
79,2,249420,일동제약,12000,29
80,2,249420,일동제약,12000,30
81,2,249420,일동제약,12000,31
101,3,11170,롯데케미칼,371000,1
102,3,11170,롯데케미칼,371000,2
103,3,11170,롯데케미칼,370000,3
104,3,11170,롯데케미칼,370000,4
105,3,11170,롯데케미칼,369000,5
106,3,11170,롯데케미칼,369000,6
107,3,11170,롯데케미칼,368000,7
108,3,11170,롯데케미칼,368000,8
109,3,11170,롯데케미칼,368000,9
110,3,11170,롯데케미칼,367000,10
111,3,11170,롯데케미칼,368000,11
112,3,11170,롯데케미칼,367000,12
113,3,11170,롯데케미칼,366000,13
114,3,11170,롯데케미칼,365000,14
115,3,11170,롯데케미칼,365000,15
116,3,11170,롯데케미칼,365000,16
117,3,11170,롯데케미칼,364000,17
118,3,11170,롯데케미칼,364000,18
119,3,11170,롯데케미칼,363000,19
120,3,11170,롯데케미칼,363000,20
121,3,11170,롯데케미칼,364000,21
122,3,11170,롯데케미칼,364000,22
123,3,11170,롯데케미칼,365000,23
124,3,11170,롯데케미칼,364000,24
125,3,11170,롯데케미칼,364000,25
126,3,11170,롯데케미칼,364000,26
127,3,11170,롯데케미칼,365000,27
128,3,11170,롯데케미칼,364000,28
129,3,11170,롯데케미칼,364000,29
130,3,11170,롯데케미칼,364000,30
131,3,11170,롯데케미칼,364000,31
151,4,9830,한화케미칼,24000,1
152,4,9830,한화케미칼,25000,2
153,4,9830,한화케미칼,24000,3
154,4,9830,한화케미칼,28000,4
155,4,9830,한화케미칼,24000,5
156,4,9830,한화케미칼,26000,6
157,4,9830,한화케미칼,28000,7
158,4,9830,한화케미칼,30000,8
159,4,9830,한화케미칼,24000,9
160,4,9830,한화케미칼,25000,10
161,4,9830,한화케미칼,24000,11
162,4,9830,한화케미칼,28000,12
163,4,9830,한화케미칼,24000,13
164,4,9830,한화케미칼,26000,14
165,4,9830,한화케미칼,27000,15
166,4,9830,한화케미칼,24000,16
167,4,9830,한화케미칼,25000,17
168,4,9830,한화케미칼,24000,18
169,4,9830,한화케미칼,28000,19
170,4,9830,한화케미칼,24000,20
171,4,9830,한화케미칼,26000,21
172,4,9830,한화케미칼,28000,22
173,4,9830,한화케미칼,29000,23
174,4,9830,한화케미칼,30000,24
175,4,9830,한화케미칼,24000,25
176,4,9830,한화케미칼,25000,26
177,4,9830,한화케미칼,24000,27
178,4,9830,한화케미칼,28000,28
179,4,9830,한화케미칼,24000,29
180,4,9830,한화케미칼,26000,30
181,4,9830,한화케미칼,26000,31
201,5,7310,오뚜기,75000,1
202,5,7310,오뚜기,76000,2
203,5,7310,오뚜기,76000,3
204,5,7310,오뚜기,75000,4
205,5,7310,오뚜기,76000,5
206,5,7310,오뚜기,77000,6
207,5,7310,오뚜기,76000,7
208,5,7310,오뚜기,78000,8
209,5,7310,오뚜기,78000,9
210,5,7310,오뚜기,77000,10
211,5,7310,오뚜기,78000,11
212,5,7310,오뚜기,78000,12
213,5,7310,오뚜기,76000,13
214,5,7310,오뚜기,77000,14
215,5,7310,오뚜기,77000,15
216,5,7310,오뚜기,76000,16
217,5,7310,오뚜기,76000,17
218,5,7310,오뚜기,77000,18
219,5,7310,오뚜기,76000,19
220,5,7310,오뚜기,75000,20
221,5,7310,오뚜기,76000,21
222,5,7310,오뚜기,76000,22
223,5,7310,오뚜기,75000,23
224,5,7310,오뚜기,75000,24
225,5,7310,오뚜기,75000,25
226,5,7310,오뚜기,76000,26
227,5,7310,오뚜기,76000,27
228,5,7310,오뚜기,75000,28
229,5,7310,오뚜기,76000,29
230,5,7310,오뚜기,77000,30
231,5,7310,오뚜기,76000,31
251,6,28260,삼성물산,114000,1
252,6,28260,삼성물산,113000,2
253,6,28260,삼성물산,113000,3
254,6,28260,삼성물산,114000,4
255,6,28260,삼성물산,113000,5
256,6,28260,삼성물산,114000,6
257,6,28260,삼성물산,115000,7
258,6,28260,삼성물산,116000,8
259,6,28260,삼성물산,117000,9
260,6,28260,삼성물산,118000,10
261,6,28260,삼성물산,119000,11
262,6,28260,삼성물산,120000,12
263,6,28260,삼성물산,120000,13
264,6,28260,삼성물산,121000,14
265,6,28260,삼성물산,120000,15
266,6,28260,삼성물산,121000,16
267,6,28260,삼성물산,122000,17
268,6,28260,삼성물산,121000,18
269,6,28260,삼성물산,122000,19
270,6,28260,삼성물산,121000,20
271,6,28260,삼성물산,122000,21
272,6,28260,삼성물산,123000,22
273,6,28260,삼성물산,124000,23
274,6,28260,삼성물산,125000,24
275,6,28260,삼성물산,125000,25
276,6,28260,삼성물산,125000,26
277,6,28260,삼성물산,126000,27
278,6,28260,삼성물산,126000,28
279,6,28260,삼성물산,125000,29
280,6,28260,삼성물산,126000,30
281,6,28260,삼성물산,126000,31
301,7,720,현대건설,54000,1
302,7,720,현대건설,51000,2
303,7,720,현대건설,52000,3
304,7,720,현대건설,53000,4
305,7,720,현대건설,53000,5
306,7,720,현대건설,54000,6
307,7,720,현대건설,52000,7
308,7,720,현대건설,51000,8
309,7,720,현대건설,52000,9
310,7,720,현대건설,51000,10
311,7,720,현대건설,52000,11
312,7,720,현대건설,51000,12
313,7,720,현대건설,50000,13
314,7,720,현대건설,50000,14
315,7,720,현대건설,49000,15
316,7,720,현대건설,49000,16
317,7,720,현대건설,50000,17
318,7,720,현대건설,49000,18
319,7,720,현대건설,49000,19
320,7,720,현대건설,49000,20
321,7,720,현대건설,48000,21
322,7,720,현대건설,49000,22
323,7,720,현대건설,49000,23
324,7,720,현대건설,49000,24
325,7,720,현대건설,49000,25
326,7,720,현대건설,48000,26
327,7,720,현대건설,48000,27
328,7,720,현대건설,48000,28
329,7,720,현대건설,48000,29
330,7,720,현대건설,48000,30
331,7,720,현대건설,48000,31
351,8,42660,대우조선해양,38000,1
352,8,42660,대우조선해양,39000,2
353,8,42660,대우조선해양,38000,3
354,8,42660,대우조선해양,39000,4
355,8,42660,대우조선해양,40000,5
356,8,42660,대우조선해양,39000,6
357,8,42660,대우조선해양,40000,7
358,8,42660,대우조선해양,41000,8
359,8,42660,대우조선해양,41000,9
360,8,42660,대우조선해양,42000,10
361,8,42660,대우조선해양,42000,11
362,8,42660,대우조선해양,43000,12
363,8,42660,대우조선해양,43000,13
364,8,42660,대우조선해양,43000,14
365,8,42660,대우조선해양,44000,15
366,8,42660,대우조선해양,43000,16
367,8,42660,대우조선해양,43000,17
368,8,42660,대우조선해양,43000,18
369,8,42660,대우조선해양,44000,19
370,8,42660,대우조선해양,43000,20
371,8,42660,대우조선해양,44000,21
372,8,42660,대우조선해양,43000,22
373,8,42660,대우조선해양,44000,23
374,8,42660,대우조선해양,45000,24
375,8,42660,대우조선해양,45000,25
376,8,42660,대우조선해양,45000,26
377,8,42660,대우조선해양,44000,27
378,8,42660,대우조선해양,45000,28
379,8,42660,대우조선해양,45000,29
380,8,42660,대우조선해양,45000,30
381,8,42660,대우조선해양,45000,31
401,9,5380,현대차,149000,1
402,9,5380,현대차,149000,2
403,9,5380,현대차,149000,3
404,9,5380,현대차,149000,4
405,9,5380,현대차,150000,5
406,9,5380,현대차,150000,6
407,9,5380,현대차,149000,7
408,9,5380,현대차,150000,8
409,9,5380,현대차,149000,9
410,9,5380,현대차,150000,10
411,9,5380,현대차,149000,11
412,9,5380,현대차,150000,12
413,9,5380,현대차,149000,13
414,9,5380,현대차,149000,14
415,9,5380,현대차,149000,15
416,9,5380,현대차,149000,16
417,9,5380,현대차,149000,17
418,9,5380,현대차,149000,18
419,9,5380,현대차,149000,19
420,9,5380,현대차,149000,20
421,9,5380,현대차,149000,21
422,9,5380,현대차,150000,22
423,9,5380,현대차,150000,23
424,9,,,150000,24
425,9,5380,현대차,149000,25
426,9,5380,현대차,149000,26
427,9,5380,현대차,149000,27
428,9,5380,현대차,149000,28
429,9,5380,현대차,149000,29
430,9,5380,현대차,150000,30
431,9,5380,현대차,149000,31
451,10,3490,대한항공,17000,1
452,10,3490,대한항공,16000,2
453,10,3490,대한항공,15000,3
454,10,3490,대한항공,14000,4
455,10,3490,대한항공,15000,5
456,10,3490,대한항공,17000,6
457,10,3490,대한항공,18000,7
458,10,3490,대한항공,19000,8
459,10,3490,대한항공,20000,9
460,10,3490,대한항공,20000,10
461,10,3490,대한항공,20000,11
462,10,3490,대한항공,21000,12
463,10,3490,대한항공,21000,13
464,10,3490,대한항공,22000,14
465,10,3490,대한항공,21000,15
466,10,3490,대한항공,22000,16
467,10,3490,대한항공,23000,17
468,10,3490,대한항공,24000,18
469,10,3490,대한항공,25000,19
470,10,3490,대한항공,26000,20
471,10,3490,대한항공,27000,21
472,10,3490,대한항공,28000,22
473,10,3490,대한항공,29000,23
474,10,3490,대한항공,29000,24
475,10,3490,대한항공,29000,25
476,10,3490,대한항공,30000,26
477,10,3490,대한항공,30000,27
478,10,3490,대한항공,30000,28
479,10,3490,대한항공,30000,29
480,10,3490,대한항공,30000,30
481,10,3490,대한항공,31000,31
501,11,35720,카카오,77000,1
502,11,35720,카카오,78000,2
503,11,35720,카카오,78000,3
504,11,35720,카카오,78000,4
505,11,35720,카카오,78000,5
506,11,35720,카카오,79000,6
507,11,35720,카카오,79000,7
508,11,35720,카카오,79000,8
509,11,35720,카카오,79000,9
510,11,35720,카카오,79000,10
511,11,35720,카카오,79000,11
512,11,35720,카카오,80000,12
513,11,35720,카카오,80000,13
514,11,35720,카카오,80000,14
515,11,35720,카카오,80000,15
516,11,35720,카카오,80000,16
517,11,35720,카카오,80000,17
518,11,35720,카카오,81000,18
519,11,35720,카카오,82000,19
520,11,35720,카카오,81000,20
521,11,35720,카카오,81000,21
522,11,35720,카카오,81000,22
523,11,35720,카카오,82000,23
524,11,35720,카카오,82000,24
525,11,35720,카카오,82000,25
526,11,35720,카카오,82000,26
527,11,35720,카카오,83000,27
528,11,35720,카카오,83000,28
529,11,35720,카카오,82000,29
530,11,35720,카카오,82000,30
531,11,35720,카카오,83000,31
551,12,5930,삼성전자,592000,1
552,12,5930,삼성전자,592000,2
553,12,5930,삼성전자,592000,3
554,12,5930,삼성전자,591000,4
555,12,5930,삼성전자,592000,5
556,12,5930,삼성전자,591000,6
557,12,5930,삼성전자,591000,7
558,12,5930,삼성전자,591000,8
559,12,5930,삼성전자,592000,9
560,12,5930,삼성전자,592000,10
561,12,5930,삼성전자,592000,11
562,12,5930,삼성전자,591000,12
563,12,5930,삼성전자,592000,13
564,12,5930,삼성전자,593000,14
565,12,5930,삼성전자,592000,15
566,12,5930,삼성전자,592000,16
567,12,5930,삼성전자,593000,17
568,12,5930,삼성전자,593000,18
569,12,5930,삼성전자,593000,19
570,12,5930,삼성전자,593000,20
571,12,5930,삼성전자,593000,21
572,12,5930,삼성전자,592000,22
573,12,5930,삼성전자,593000,23
574,12,5930,삼성전자,592000,24
575,12,5930,삼성전자,592000,25
576,12,5930,삼성전자,593000,26
577,12,5930,삼성전자,593000,27
578,12,5930,삼성전자,593000,28
579,12,5930,삼성전자,592000,29
580,12,5930,삼성전자,592000,30
581,12,5930,삼성전자,592000,31
